Assay Name	descriptors_name	label	CT-Tot	TP	FP	FN	TN	BA	OR	P-Val	Inv OR	Inv P-val
AEID:2108_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-626	ring:hetero_[5]_O_furan_a-nitro	13	3	10	470	7062	0.502464235	4.507659435	0.043714941	0.221844614	0.99307847
AEID:2108_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-645	ring:hetero_[5_6]_O_benzodioxole_(1_3-)	47	9	38	464	7034	0.506827116	3.590403795	0.002223074	0.278520197	0.999461949
AEID:2108_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-682	ring:hetero_[6_6]_N_isoquinoline	11	3	8	470	7064	0.502605617	5.636170387	0.027677661	0.177425444	0.996468127
AEID:2108_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-686	ring:hetero_[6_6]_N_quinoline	75	16	59	457	7013	0.512741923	4.161554813	1.2039E-05	0.240294814	0.999997318
AEID:2108_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-695	ring:hetero_[6_6_6]_N_S_phenothiazine	27	7	20	466	7052	0.505985558	5.296566486	0.001075622	0.188801557	0.999827385
AEID:2108_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-91	bond:CC(=O)C_quinone_1_4-benzo	56	11	45	462	7027	0.508446336	3.717989445	0.000592548	0.268962562	0.999858201
AEID:2108_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-92	bond:CC(=O)C_quinone_1_4-naphtho	46	9	37	464	7035	0.506897807	3.68796587	0.001900411	0.271152169	0.999551773
AEID:2108_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-97	bond:CN_amine_aromatic_benzidine	14	3	11	470	7061	0.502393544	4.097291946	0.053123344	0.244063631	0.990782559
AEID:2109_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-104	bond:CN_amine_sec-NH_aromatic	191	4	187	44	7310	0.529195011	3.553719044	0.032576323	0.281395346	0.993008852
AEID:2109_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-324	bond:metal_group_III_other_generic	34	3	31	45	7466	0.529182494	16.05591393	0.001259161	0.062282346	0.999941885
AEID:2109_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-435	chain:alkaneCyclic_pentyl_C5	266	5	261	43	7236	0.534676373	3.223737001	0.026104802	0.310198992	0.993578255
AEID:2109_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-5	atom:element_metal_poor_metal	38	3	35	45	7462	0.528915703	14.21333313	0.001743757	0.070356473	0.999909163
AEID:2109_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-587	ring:aromatic_biphenyl	106	3	103	45	7394	0.524380565	4.785760403	0.029524667	0.208953202	0.995544374
AEID:2109_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-6	atom:element_metal_transistion_metal	79	5	74	43	7423	0.547148049	11.66404819	0.000133354	0.085733533	0.999990582
AEID:2109_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-650	ring:hetero_[6]_N_diazine_(1_3-)_generic	276	5	271	43	7226	0.534009457	3.10048914	0.029994844	0.322529763	0.992345035
AEID:2109_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-657	ring:hetero_[6]_N_pyrimidine	143	4	139	44	7358	0.532396317	4.812295437	0.012625837	0.207801029	0.997972488
AEID:2109_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-93	bond:CN_amine_alicyclic_generic	656	12	644	36	6853	0.582049489	3.547101498	0.000630058	0.281920314	0.999841154
AEID:210_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-215	bond:NC=O_aminocarbonyl_generic	339	5	334	4	1098	0.661157668	4.10928154	0.037843686	0.243351549	0.992899954
AEID:210_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-302	bond:X[any]_halide	488	6	482	3	950	0.665037215	3.941908598	0.045267627	0.253684223	0.991057277
AEID:210_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-37	bond:C(=O)N_carboxamide_generic	336	5	331	4	1101	0.66220516	4.157855034	0.036494542	0.240508631	0.993226707
AEID:210_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-656	ring:hetero_[6]_N_pyridine_generic	145	3	142	6	1290	0.617085636	4.542253494	0.053249989	0.220155045	0.991711199
AEID:2110_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-131	bond:COH_alcohol_sec-alkyl	8	5	3	45	312	0.545238078	11.55555534	0.001624694	0.086538464	0.99988693
AEID:2110_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-274	bond:S(=O)N_sulfonylamide	16	5	11	45	304	0.532539666	3.070707083	0.052995116	0.325657904	0.98667258
AEID:2110_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-487	chain:aromaticAlkane_Ph-C1_cyclic	52	15	37	35	278	0.591269851	3.220077276	0.001452199	0.310551554	0.999595642
AEID:2110_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-495	chain:oxy-alkaneLinear_ethyleneOxide_EO1	4	3	1	47	314	0.5284127	20.04255295	0.008803867	0.049893841	0.99968344
AEID:2110_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-496	chain:oxy-alkaneLinear_ethylenOxide_EO1(O)	4	3	1	47	314	0.5284127	20.04255295	0.008803867	0.049893841	0.99968344
AEID:2110_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-689	ring:hetero_[6_6]_O_benzopyran	6	3	3	47	312	0.525238097	6.638298035	0.035923515	0.150641024	0.996168911
AEID:2110_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-692	ring:hetero_[6_6]_Z_generic	19	6	13	44	302	0.539365053	3.167832136	0.03242486	0.315673292	0.991809428
AEID:2114_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-118	bond:COH_alcohol_aliphatic_generic	1139	31	1108	57	6349	0.601843774	3.116394281	2.14152E-06	0.320883662	0.999999344
AEID:2114_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-119	bond:COH_alcohol_alkene	60	3	57	85	7400	0.513223529	4.582043171	0.032562874	0.218243241	0.994874775
AEID:2114_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-123	bond:COH_alcohol_aromatic	695	31	664	57	6793	0.631614447	5.563913345	1.42688E-11	0.179729611	1
AEID:2114_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-124	bond:COH_alcohol_aromatic_phenol	669	31	638	57	6819	0.633357763	5.812819481	5.2454E-12	0.172033548	1
AEID:2114_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-129	bond:COH_alcohol_generic	1765	54	1711	34	5746	0.69209379	5.333723068	2.19346E-14	0.187486306	1
AEID:2114_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-131	bond:COH_alcohol_sec-alkyl	573	17	556	71	6901	0.559310496	2.971856356	0.000277185	0.336490035	0.999914408
AEID:2114_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-132	bond:COH_alcohol_ter-alkyl	247	14	233	74	7224	0.563922524	5.86567688	8.32114E-07	0.170483306	0.999999881
AEID:2114_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-424	chain:alkaneBranch_neopentyl_C5	661	35	626	53	6831	0.656889677	7.206130505	1.99675E-15	0.138770729	1
AEID:2114_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-432	chain:alkaneCyclic_ethyl_C2_(connect_noZ)	1168	40	1128	48	6329	0.651639104	4.675679684	1.99151E-11	0.213872656	1
AEID:2114_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-435	chain:alkaneCyclic_pentyl_C5	266	33	233	55	7224	0.671877086	18.6025753	4.82E-26	0.053755999	1
AEID:2114_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-436	chain:alkaneCyclic_hexyl_C6	466	34	432	54	7025	0.664215744	10.23876858	2.92E-19	0.097667992	1
AEID:2114_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-454	chain:alkeneCyclic_diene_cyclohexene	288	32	256	56	7201	0.664653122	16.0736599	1.11E-23	0.062213581	1
AEID:2114_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-456	chain:alkeneCyclic_ethene_C_(connect_noZ)	359	18	341	70	7116	0.579408288	5.366065979	1.16155E-07	0.186356261	1
AEID:2114_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-457	chain:alkeneCyclic_ethene_generic	679	23	656	65	6801	0.586696327	3.668456793	1.8986E-06	0.272594184	0.999999523
AEID:2114_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-471	chain:alkyne_ethyne_generic	57	8	49	80	7408	0.542169034	15.1183672	2.57227E-07	0.066144705	1
AEID:2114_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-487	chain:aromaticAlkane_Ph-C1_cyclic	756	28	728	60	6729	0.610277712	4.313461304	1.35841E-08	0.23183237	1
AEID:2114_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-488	chain:aromaticAlkene_Ph-C2_acyclic_generic	173	6	167	82	7290	0.522893369	3.194099665	0.015337806	0.313077271	0.996063948
AEID:2114_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-490	chain:aromaticAlkene_Ph-C2	145	6	139	82	7318	0.524770796	3.852254868	0.006762432	0.259588242	0.998548985
AEID:2114_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-593	ring:fused_[6_6]_tetralin	79	15	64	73	7393	0.580936015	23.7360878	8.6374E-15	0.042129941	1
AEID:2114_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-602	ring:fused_steroid_generic_[5_6_6_6]	157	33	124	55	7333	0.679185688	35.48225784	6.28E-34	0.028183099	1
AEID:2114_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-75	bond:CC(=O)C_ketone_aliphatic_generic	411	21	390	67	7067	0.593168259	5.679563522	5.8528E-09	0.176069856	1
AEID:2114_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-76	bond:CC(=O)C_ketone_alkane_cyclic	349	27	322	61	7135	0.631818652	9.80780983	8.66E-16	0.101959564	1
AEID:2114_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-78	bond:CC(=O)C_ketone_alkane_cyclic_(C5)	27	5	22	83	7435	0.526933968	20.35870743	1.26942E-05	0.049119033	0.999999464
AEID:2114_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-80	bond:CC(=O)C_ketone_alkene_cyclic_(C6)	99	10	89	78	7368	0.55085063	10.61365604	1.84822E-07	0.094218239	1
AEID:2114_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-82	bond:CC(=O)C_ketone_alkene_cyclic_2-en-1-one	164	7	157	81	7300	0.529245734	4.018243313	0.002925715	0.248864964	0.999383092
AEID:2114_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-83	bond:CC(=O)C_ketone_alkene_cyclic_2-en-1-one_generic	329	19	310	69	7147	0.587168694	6.348433971	4.83169E-09	0.157519162	1
AEID:2114_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-85	bond:CC(=O)C_ketone_alkene_generic	285	15	270	73	7187	0.567123473	5.469558716	8.3084E-07	0.18283011	0.999999881
AEID:2114_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-87	bond:CC(=O)C_ketone_generic	756	29	727	59	6730	0.61602658	4.550159931	2.99784E-09	0.219772503	1
AEID:2114_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-91	bond:CC(=O)C_quinone_1_4-benzo	56	6	50	82	7407	0.530738354	10.83951187	4.3121E-05	0.092255071	0.999996662
AEID:2114_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-92	bond:CC(=O)C_quinone_1_4-naphtho	46	5	41	83	7416	0.525659978	10.89626789	0.000181079	0.091774538	0.999986351
AEID:2115_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-118	bond:COH_alcohol_aliphatic_generic	1139	23	1116	43	6363	0.599633515	3.049700022	5.29649E-05	0.327901125	0.999983788
AEID:2115_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-123	bond:COH_alcohol_aromatic	695	25	670	41	6809	0.644601882	6.196760178	2.30459E-10	0.161374658	1
AEID:2115_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-124	bond:COH_alcohol_aromatic_phenol	669	25	644	41	6835	0.646340072	6.47155714	1.0128E-10	0.154522315	1
AEID:2115_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-129	bond:COH_alcohol_generic	1765	40	1725	26	5754	0.687707424	5.131772518	9.31423E-11	0.194864437	1
AEID:2115_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-131	bond:COH_alcohol_sec-alkyl	573	13	560	53	6919	0.56104666	3.030559301	0.001174542	0.329972088	0.999652147
AEID:2115_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-132	bond:COH_alcohol_ter-alkyl	247	11	236	55	7243	0.567555845	6.138135433	8.08237E-06	0.162915915	0.999998808
AEID:2115_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-424	chain:alkaneBranch_neopentyl_C5	661	30	631	36	6848	0.685087919	9.04384613	2.67374E-15	0.110572428	1
AEID:2115_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-432	chain:alkaneCyclic_ethyl_C2_(connect_noZ)	1168	33	1135	33	6344	0.674120843	5.589427471	4.81191E-11	0.178909212	1
AEID:2115_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-435	chain:alkaneCyclic_pentyl_C5	266	27	239	39	7240	0.6885674	20.97199821	1.16E-22	0.047682628	1
AEID:2115_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-436	chain:alkaneCyclic_hexyl_C6	466	29	437	37	7042	0.690481842	12.63021851	1.94E-18	0.079175197	1
AEID:2115_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-454	chain:alkeneCyclic_diene_cyclohexene	288	27	261	39	7218	0.687096596	19.14588928	9.83E-22	0.052230533	1
AEID:2115_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-456	chain:alkeneCyclic_ethene_C_(connect_noZ)	359	15	344	51	7135	0.590638638	6.100376129	3.15987E-07	0.163924322	0.99999994
AEID:2115_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-457	chain:alkeneCyclic_ethene_generic	679	18	661	48	6818	0.592173219	3.86800313	1.31264E-05	0.258531332	0.999996841
AEID:2115_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-47	bond:C(=O)O_carboxylicEster_aliphatic	445	12	433	54	7046	0.561961353	3.616114855	0.000407307	0.276539892	0.99989897
AEID:2115_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-471	chain:alkyne_ethyne_generic	57	6	51	60	7428	0.542044997	14.56470585	9.09665E-06	0.068659127	0.999999464
AEID:2115_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-487	chain:aromaticAlkane_Ph-C1_cyclic	756	22	734	44	6745	0.617595911	4.594686508	1.95281E-07	0.217642695	0.99999994
AEID:2115_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-488	chain:aromaticAlkene_Ph-C2_acyclic_generic	173	6	167	60	7312	0.534289956	4.378443241	0.003879364	0.228391692	0.999264479
AEID:2115_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-490	chain:aromaticAlkene_Ph-C2	145	6	139	60	7340	0.53616184	5.280575752	0.001599113	0.189373299	0.999747157
AEID:2115_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-593	ring:fused_[6_6]_tetralin	79	14	65	52	7414	0.601715088	30.70887566	2.87785E-15	0.032563876	1
AEID:2115_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-602	ring:fused_steroid_generic_[5_6_6_6]	157	27	130	39	7349	0.695854425	39.13668823	4.85E-29	0.025551474	1
AEID:2115_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-668	ring:hetero_[6]_O_pyran_generic	205	5	200	61	7279	0.524507999	2.983196735	0.033077259	0.33521089	0.991234422
AEID:2115_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-68	bond:C=O_carbonyl_ab-unsaturated_aliphatic_(michael_acceptors)	157	4	153	62	7326	0.520074368	3.089184046	0.048119731	0.323710084	0.988201141
AEID:2115_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-689	ring:hetero_[6_6]_O_benzopyran	88	3	85	63	7394	0.517044723	4.142296791	0.041445147	0.241411954	0.992814422
AEID:2115_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-75	bond:CC(=O)C_ketone_aliphatic_generic	411	18	393	48	7086	0.610090077	6.761450291	7.49882E-09	0.147897258	1
AEID:2115_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-76	bond:CC(=O)C_ketone_alkane_cyclic	349	22	327	44	7152	0.644805431	10.93577957	6.33468E-14	0.09144295	1
AEID:2115_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-78	bond:CC(=O)C_ketone_alkane_cyclic_(C5)	27	4	23	62	7456	0.52876538	20.91444588	8.05693E-05	0.04781384	0.99999696
AEID:2115_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-80	bond:CC(=O)C_ketone_alkene_cyclic_(C6)	99	8	91	58	7388	0.554522336	11.19818115	2.02732E-06	0.089300215	0.999999821
AEID:2115_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-82	bond:CC(=O)C_ketone_alkene_cyclic_2-en-1-one	164	6	158	60	7321	0.534891665	4.633544445	0.002978357	0.215817511	0.999465406
AEID:2115_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-83	bond:CC(=O)C_ketone_alkene_cyclic_2-en-1-one_generic	329	15	314	51	7165	0.592644274	6.711315155	1.01149E-07	0.14900209	1
AEID:2115_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-85	bond:CC(=O)C_ketone_alkene_generic	285	12	273	54	7206	0.572658002	5.865689754	5.303E-06	0.170482934	0.999999166
AEID:2115_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-86	bond:CC(=O)C_ketone_aromatic_aliphatic	373	9	364	57	7115	0.543847024	3.086321592	0.004867218	0.324010313	0.99863565
AEID:2115_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-87	bond:CC(=O)C_ketone_generic	756	24	732	42	6747	0.632881165	5.266978741	7.6709E-09	0.189862162	1
AEID:2115_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-91	bond:CC(=O)C_quinone_1_4-benzo	56	5	51	61	7428	0.534469247	11.93828392	0.000118901	0.083764136	0.999991834
AEID:2115_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-92	bond:CC(=O)C_quinone_1_4-naphtho	46	4	42	62	7437	0.527495146	11.42396355	0.000661338	0.087535299	0.999954343
AEID:2116_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-101	bond:CN_amine_pri-NH2_aromatic	459	10	449	50	7036	0.553340018	3.134075642	0.003035934	0.319073349	0.999151766
AEID:2116_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-119	bond:COH_alcohol_alkene	60	4	56	56	7429	0.529592514	9.475765228	0.001264096	0.105532371	0.999895096
AEID:2116_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-121	bond:COH_alcohol_alkene_cyclic	58	4	54	56	7431	0.529726148	9.829364777	0.001112911	0.101735972	0.999910951
AEID:2116_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-178	bond:CX_halide_aromatic-Cl_trihalo_benzene_(1_2_4-)	66	4	62	56	7423	0.529191732	8.551843643	0.00180328	0.116933852	0.999834538
AEID:2116_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-180	bond:CX_halide_aromatic-X_dihalo_benzene_(1_2-)	128	6	122	54	7363	0.541850388	6.705828667	0.000501389	0.149123996	0.999937236
AEID:2116_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-181	bond:CX_halide_aromatic-X_dihalo_benzene_(1_3-)	322	7	315	53	7170	0.537291229	3.006289244	0.013375117	0.332635969	0.996282458
AEID:2116_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-182	bond:CX_halide_aromatic-X_dihalo_benzene_(1_4-)	87	4	83	56	7402	0.527788937	6.370051861	0.004921135	0.156984597	0.999397635
AEID:2116_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-187	bond:CX_halide_aromatic-X_halo_phenol_meta	77	4	73	56	7412	0.528456926	7.252446175	0.003173297	0.137884513	0.99965775
AEID:2116_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-188	bond:CX_halide_aromatic-X_halo_phenol_ortho	168	5	163	55	7322	0.530778229	4.083658695	0.010499362	0.244878441	0.997936308
AEID:2116_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-189	bond:CX_halide_aromatic-X_halo_phenol_para	169	4	165	56	7320	0.52231127	3.16883111	0.044935264	0.315573782	0.989245355
AEID:2116_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-190	bond:CX_halide_aromatic-X_trihalo_benzene_(1_2_3-)	34	3	31	57	7454	0.522929192	12.65534782	0.002401105	0.079017974	0.99985975
AEID:2116_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-192	bond:CX_halide_generic-X_dihalo_(1_2-)	267	6	261	54	7224	0.532565117	3.075351238	0.018784296	0.325166106	0.995009065
AEID:2116_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-443	chain:alkaneLinear_decyl_C10	219	6	213	54	7272	0.535771549	3.793427229	0.007570481	0.26361385	0.998352766
AEID:2116_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-473	chain:aromaticAlkane_Ar-C_ortho	68	4	64	56	7421	0.529058099	8.282365799	0.002013725	0.120738447	0.999809325
AEID:2116_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-650	ring:hetero_[6]_N_diazine_(1_3-)_generic	276	7	269	53	7216	0.540364087	3.542961359	0.005970219	0.282249749	0.998580754
AEID:2116_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-657	ring:hetero_[6]_N_pyrimidine	143	4	139	56	7346	0.52404809	3.774922848	0.026609944	0.264906079	0.994604349
AEID:2116_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-676	ring:hetero_[6]_Z_1_3-	315	7	308	53	7177	0.537758827	3.077615738	0.011955387	0.324926853	0.996750057
AEID:2116_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-686	ring:hetero_[6_6]_N_quinoline	75	3	72	57	7413	0.520190358	5.418859482	0.021536643	0.184540674	0.997116089
AEID:2116_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-86	bond:CC(=O)C_ketone_aromatic_aliphatic	373	9	364	51	7121	0.55068469	3.452327013	0.002521738	0.289659679	0.99936527
AEID:2116_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-91	bond:CC(=O)C_quinone_1_4-benzo	56	3	53	57	7432	0.521459579	7.380337715	0.009829975	0.135495156	0.999025106
AEID:2116_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-92	bond:CC(=O)C_quinone_1_4-naphtho	46	3	43	57	7442	0.522127569	9.108935356	0.005693472	0.109782316	0.999540448
AEID:2117_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-104	bond:CN_amine_sec-NH_aromatic	191	3	188	23	7331	0.545190632	5.086262703	0.027066477	0.196608007	0.996155381
AEID:2117_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-123	bond:COH_alcohol_aromatic	695	8	687	18	6832	0.608161867	4.41986084	0.001730581	0.226251468	0.99966383
AEID:2117_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-124	bond:COH_alcohol_aromatic_phenol	669	8	661	18	6858	0.609890819	4.611195087	0.001350595	0.216863513	0.999748111
AEID:2117_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-43	bond:C(=O)O_carboxylicAcid_aromatic	204	3	201	23	7318	0.544326186	4.748864174	0.032054178	0.210576653	0.995136857
AEID:2117_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-474	chain:aromaticAlkane_Ar-C-Ar	293	6	287	20	7232	0.596299648	7.559581757	0.000388569	0.132282451	0.999956846
AEID:2117_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-477	chain:aromaticAlkane_Ph-C1_acyclic_generic	2431	16	2415	10	5104	0.647099137	3.381532192	0.001963831	0.295723945	0.999480546
AEID:2117_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-586	ring:aromatic_benzene	4164	22	4142	4	3377	0.647641361	4.484186172	0.0015538	0.223005891	0.999689996
AEID:2117_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-628	ring:hetero_[5]_S_thiophene	73	3	70	23	7449	0.553037405	13.88012409	0.001925708	0.072045468	0.999897361
AEID:2117_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-655	ring:hetero_[6]_N_pyridine	411	4	407	22	7112	0.549858332	3.1771276	0.0501475	0.314749718	0.988090038
AEID:2117_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-69	bond:C=O_carbonyl_ab-unsaturated_generic	466	5	461	21	7058	0.565498173	3.645284653	0.019657457	0.27432701	0.995716155
AEID:2117_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-86	bond:CC(=O)C_ketone_aromatic_aliphatic	373	4	369	22	7150	0.552385211	3.523035288	0.037116013	0.28384614	0.99200058
AEID:2118_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-122	bond:COH_alcohol_allyl	63	3	60	93	7389	0.511597633	3.972580671	0.045819435	0.251725525	0.991732836
AEID:2118_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-123	bond:COH_alcohol_aromatic	695	30	665	66	6784	0.611613154	4.637047291	8.87867E-10	0.215654477	1
AEID:2118_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-124	bond:COH_alcohol_aromatic_phenol	669	30	639	66	6810	0.613358319	4.844216824	3.50819E-10	0.206431717	1
AEID:2118_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-132	bond:COH_alcohol_ter-alkyl	247	9	238	87	7211	0.530899704	3.134308815	0.004047464	0.319049597	0.998880446
AEID:2118_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-139	bond:CX_halide_alkenyl-X_acyclic_generic	48	5	43	91	7406	0.523155391	9.463327408	0.000333602	0.105671078	0.999971092
AEID:2118_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-142	bond:CX_halide_alkenyl-X_generic	103	6	97	90	7352	0.524739087	5.052920818	0.001922177	0.197905332	0.999682665
AEID:2118_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-241	bond:P=O_phosphate	59	3	56	93	7393	0.511866093	4.258640766	0.038882934	0.234816715	0.993435442
AEID:2118_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-294	bond:S=O_sulfonyl_S_(connect_Z=2)	56	3	53	93	7396	0.512067497	4.501521587	0.034063302	0.222147107	0.994547009
AEID:2118_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-474	chain:aromaticAlkane_Ar-C-Ar	293	30	263	66	7186	0.638596594	12.41963387	7.59E-20	0.080517672	1
AEID:2118_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-479	chain:aromaticAlkane_Ph-C1-Ph	244	27	217	69	7232	0.626059294	13.0410738	1.03E-18	0.076680802	1
AEID:2118_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-488	chain:aromaticAlkene_Ph-C2_acyclic_generic	173	15	158	81	7291	0.567519546	8.54547596	3.60734E-09	0.117020987	1
AEID:2118_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-490	chain:aromaticAlkene_Ph-C2	145	13	132	83	7317	0.558848083	8.682091713	2.92288E-08	0.115179613	1
AEID:2118_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-6	atom:element_metal_transistion_metal	79	8	71	88	7378	0.536900938	9.446863174	6.35884E-06	0.105855249	0.999999404
AEID:2118_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-602	ring:fused_steroid_generic_[5_6_6_6]	157	7	150	89	7299	0.526389897	3.827191114	0.003742674	0.261288226	0.999172807
